origin,path,line,text
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,55,  __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,62,  __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,72,    __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,85,      __CPROVER_assume(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,88,      __CPROVER_assume(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,109,      __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,113,      __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,3," *         mlk_poly_add(v, epp) in mlk_indcpa_enc."
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,12, * The production mlk_poly_add body is executed directly.
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,51,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,55,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,59,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,63,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,68,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,72,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,76,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,83,  __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,92,    __CPROVER_assume(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,94,    __CPROVER_assume(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,97,    __CPROVER_assume(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,99,    __CPROVER_assume(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,106,    __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,110,    __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,118,"  mlk_poly_add(&v, &epp);"
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,126,    __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,130,    __CPROVER_assert(
authored,pa06b_mlk_poly_add_indcpa_epp_cross_parameter_harness.c,134,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,4," *         mlk_poly_add(v, epp);"
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,5," *         mlk_poly_add(v, k);"
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,69,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,73,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,77,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,81,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,85,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,90,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,94,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,98,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,105,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,109,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,113,  __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,127,    __CPROVER_assume(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,129,    __CPROVER_assume(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,132,    __CPROVER_assume(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,134,    __CPROVER_assume(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,147,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,156,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,160,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,168,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,172,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,181,"  mlk_poly_add(&v, &epp);"
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,189,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,194,"  mlk_poly_add(&v, &k);"
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,203,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,207,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,211,    __CPROVER_assert(
authored,pa06c_mlk_poly_add_indcpa_sequential_cross_parameter_harness.c,215,    __CPROVER_assert(
authored,run_pa06_mlk_poly_add_cross_parameter_campaign.sh,3,# PA-06: Cross-parameter replication campaign for mlk_poly_add.
authored,pa07_mlk_poly_add_mutant_implementation.c,2, * PA-07 controlled mutant implementations for mlk_poly_add.
authored,pa07_mlk_poly_add_mutant_implementation.c,33,"void mlk_poly_add(mlk_poly *r, const mlk_poly *b)"
authored,run_pa07_mlk_poly_add_mutation_sensitivity.sh,3,# PA-07: Mutation-sensitivity campaign for the frozen mlk_poly_add harnesses.
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,3, *         the production mlk_poly_add implementation.
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,60,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,64,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,68,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,72,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,76,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,80,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,110,      __CPROVER_assume(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,112,      __CPROVER_assume(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,115,      __CPROVER_assume(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,117,      __CPROVER_assume(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,161,      __CPROVER_assume(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,163,      __CPROVER_assume(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,175,"  mlk_poly_add(&canonical_r, &canonical_b);"
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,179,"  mlk_poly_add(&signed_r, &signed_b);"
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,182,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,186,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,196,    __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,200,    __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,204,    __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,210,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,214,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,225,    __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,229,    __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,233,    __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,239,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,243,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,247,  __CPROVER_assert(
authored,pa08a_mlk_poly_add_boundary_hardening_harness.c,251,  __CPROVER_assert(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,2, * PA-08B: Expected-failure reachability sentinel for mlk_poly_add.
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,7, *   mlk_poly_add.
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,45,  __CPROVER_assert(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,49,  __CPROVER_assert(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,58,    __CPROVER_assume(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,60,    __CPROVER_assume(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,63,    __CPROVER_assume(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,65,    __CPROVER_assume(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,69,"  mlk_poly_add(&canonical_r, &canonical_b);"
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,75,  __CPROVER_assert(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,88,    __CPROVER_assume(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,90,    __CPROVER_assume(
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,94,"  mlk_poly_add(&signed_r, &signed_b);"
authored,pa08b_mlk_poly_add_reachability_sentinel_harness.c,100,  __CPROVER_assert(
authored,pa08c_mlk_poly_add_upper_outside_boundary_harness.c,47,  __CPROVER_assert(
authored,pa08c_mlk_poly_add_upper_outside_boundary_harness.c,51,"  mlk_poly_add(&r, &b);"
authored,pa08c_mlk_poly_add_upper_outside_boundary_harness.c,57,  __CPROVER_assert(
authored,pa08c_mlk_poly_add_upper_outside_boundary_harness.c,61,  __CPROVER_assert(
authored,pa08d_mlk_poly_add_lower_outside_boundary_harness.c,47,  __CPROVER_assert(
authored,pa08d_mlk_poly_add_lower_outside_boundary_harness.c,51,"  mlk_poly_add(&r, &b);"
authored,pa08d_mlk_poly_add_lower_outside_boundary_harness.c,57,  __CPROVER_assert(
authored,pa08d_mlk_poly_add_lower_outside_boundary_harness.c,61,  __CPROVER_assert(
authored,run_pa08_mlk_poly_add_vacuity_boundary_campaign.sh,4,#        hardening campaign for mlk_poly_add.
