sha256	retained_occurrences	retained_paths
8def98a7d627b9f6d3a7b4aa8776bc8622815f10706f1e3a371879161b7b3e35	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_compress_d4/poly_compress_d4_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_compress_d4_native/poly_compress_d4_native_harness.c
8ff218380247822e3b035bb5a24e106022706203bd9f7d4deb47edab4d881426	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_decompress_d4/poly_decompress_d4_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_decompress_d4_native/poly_decompress_d4_native_harness.c
91195648f21066152b24c08006e8321da611dd328ea20556be0b1269a83f7014	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_ntt/poly_ntt_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_ntt_native/poly_ntt_native_harness.c
9201bea6ddd1d7622cc6496d2f745fee52397d203392f75a3d6e52a400de5bad	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/compress.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/compress.c
92501263f89afc3d6a5f06079bacbe1dfd5ba6db744c887e08cc1c521c0030eb	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/sampling.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/sampling.h
925af2035e63f5c8866cd83361ad666e4d442a666aef485eba2790d0d2f613b5	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/src/poly_tobytes_aarch64_asm.S
928fbd8b2666d5b6eec6284211742ba96ce70bc8061b0e93557e5ecee73ad3b9	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/src/poly_tomont_aarch64_asm.S
92b37dd2361425c2816f624a982b64bbb4b4a7563f02604470c7541a83acf435	10	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/consts.c
94365d793e6e7b355eec2352846543c6e3801f49a68235a0a0193a77c160bef7	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/main.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/main.c
95183fd88f039c0fc7ace87274710c4e06ec42916eccf87253490783f082c0a4	2	provenance/frozen-baseline/barrett-reduce/final-theorem-packages/T5/BR_AF4_T5_FINAL_FREEZE_V1.tar.gz.sha256 | provenance/frozen-baseline/barrett-reduce/historical-path-bearing-sidecars/root/BR_AF4_T5_FINAL_FREEZE_V1.tar.gz.sha256
97eef83984599d8933158e080d8822f2b925d0cf5a64b51c568d2dbe59097cb3	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/rej_uniform_avx2_asm.S
9bf8187fceae7fbfdcb5e35d9222707066b7e5b6d1079cda46eca078ac813864	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/tomont_avx2_asm.S
9e4cdb00eac5a3d1553e64a02dcba66300302f17f1f0d4f3bba64b65c1f53a90	12	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/context.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/context.h
a01c0948612bf393e6ba1e1db603474d929245be4a273a7b874b491f0e23e22b	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/fips202/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/armv81m/src/keccakf1600_round_constants.c
a0c147e3dc50889e1acf527610951b84b0d2fead2cf3ebac0f581019bef03e9c	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S
a11629c3372cd8b1ceb7ac6df80b9e1344c63b1df2f55a0d7d1cea2b34ddc12f	11	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/test_only_rng/notrandombytes.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/test/notrandombytes/notrandombytes.c
a16ce390164578975ec29da9b161ac23ca477f6b6b8fc8f5b051bda34e3b01ac	11	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/.gitignore | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/.gitignore
a17756f307c353f9aa2ab6fc3b00717609426468c6e1fe7707b8d461b0c18855	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S
a1da5666025805b84c6a37f316a2e3d4659ad68e32b25d3f802699313f0b8776	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/mlkem_native_config.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/mlkem_native_config.h
a33a9a640095e434c490e7777c244af9ca473cbba43cf023da878e792424e425	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native_all.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native_all.h
a5afc8218ddec34bfc1752ceb944a92fdbcff3e3c9f9b7ce4eadaf5589d6dd27	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/rej_uniform/rej_uniform_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/rej_uniform_native/rej_uniform_native_harness.c
a659079e5298fc99c408ccada099770832281b37fd7e5959e8908299a440ce05	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/src/rej_uniform_aarch64_asm.S
a8a8bc6b50f98ead9e20bfb55ac11114c0515f0225ec68a8a9f370443a38b5ce	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/intt_avx2_asm.S
ae067d3b4331387e974066486f8db9403c55dff34a3f9c770d3d86a25e0c57cd	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S
