original_path	sha256	canonical_original_path	retained_destination
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/harness_goto_body.txt	5466e49fd4cff0a8f96263fbee57a4d1595d9920c77af29f718b100f3228c7ca	07_INTEGRATION_MUTATION_HARDENING/binding/M2/harness_goto_body.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/harness_goto_body.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/model_identity.txt	a810be35b48fe5a8378885d342fb66948c343bd24f06f391b1bbe32d1406901c	07_INTEGRATION_MUTATION_HARDENING/binding/M2/model_identity.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/model_identity.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/public_call_order.txt	fed4ae4d976e5f91c1ef9b3b09d8ba43bb13f21c08c00a4f426af539af037727	07_INTEGRATION_MUTATION_HARDENING/binding/M2/public_call_order.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/public_call_order.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/relevant_loops.txt	e22e8998a8a494045de58875c0cca2721ee96cd5fb424a024bc1220e81e9b4d4	07_INTEGRATION_MUTATION_HARDENING/binding/M2/relevant_loops.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/relevant_loops.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_goto_functions.txt	4d3f3c0f3d55dc5b6611a74108b9900f040c7ced139e687dede7a4b1d114ec81	07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_goto_functions.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/show_goto_functions.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_loops.txt	650a244fd8ed62862b08508b30c13b03755dd8f7950acb5980a058500a482e22	07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_loops.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/show_loops.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_properties.txt	6c9873203c02194f79e76b6e43e3dd9a745e3fd58ff40b8e523f4340195fef85	07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_properties.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/show_properties.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/binding/M2/target_property.txt	1eeb7d26cfdf55e45f9859e34a1295c7c08ed30183eb0f288a7d1d402b31a7cc	07_INTEGRATION_MUTATION_HARDENING/binding/M2/target_property.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/target_property.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.exit_code.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stderr.txt	18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stderr.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.stderr.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stdout.txt	37241e24b846e92c28c838dbd1ca60f414c71ff28e54a5f9a1add8ccb0e55970	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stdout.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.stdout.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/build/M2/make.exit_code.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.exit_code.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stderr.txt	18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stderr.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.stderr.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stdout.txt	eabd77cfdfd888a75b99a0860fa0a543d47c2f7448430d67f8f561f3ed3f49cf	07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stdout.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M2/make.stdout.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/candidates/M1/Makefile	3b755b7625451c922595ea94795b665e69cfcd9ffa573c88fb171e5c0aa6f555	07_INTEGRATION_MUTATION_HARDENING/candidates/M1/Makefile	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/candidates/M1/Makefile
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/candidates/M1/pbcodec_cv1_m1_corrupt_encoded_bridge_harness.c	50d35d8510ff668be5aaf861fc777b2c782888df19b10fd3dfbd056a9490bceb	07_INTEGRATION_MUTATION_HARDENING/candidates/M1/pbcodec_cv1_m1_corrupt_encoded_bridge_harness.c	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/candidates/M1/pbcodec_cv1_m1_corrupt_encoded_bridge_harness.c
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/candidates/M2/Makefile	026f100c12106359c1da35d760dd2cac74a3f17efc44a5b9015113d9bec8edf4	07_INTEGRATION_MUTATION_HARDENING/candidates/M2/Makefile	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/candidates/M2/Makefile
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/candidates/M2/pbcodec_cv1_m2_corrupt_decoded_bridge_harness.c	28d9d4ce33d596a294056b2cd06027e33b7321eb36e867af51354a6199684cd2	07_INTEGRATION_MUTATION_HARDENING/candidates/M2/pbcodec_cv1_m2_corrupt_decoded_bridge_harness.c	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/candidates/M2/pbcodec_cv1_m2_corrupt_decoded_bridge_harness.c
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/identity/M1_mutation_site.txt	899f1eb60489f5cc4f841d10d452363fff4503c89ed84327d28f3735148b1a43	07_INTEGRATION_MUTATION_HARDENING/identity/M1_mutation_site.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/M1_mutation_site.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/identity/M2_mutation_site.txt	4168f24c8fe3d25c593696fc76358cf09633cec6401c5f40b36f90a20124c6ac	07_INTEGRATION_MUTATION_HARDENING/identity/M2_mutation_site.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/M2_mutation_site.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/identity/MUTATION_ARTIFACTS.sha256	cb959d286e5cf56c58e1dfb9a2a701c06e48173585d4d09e5313675df3f831fb	07_INTEGRATION_MUTATION_HARDENING/identity/MUTATION_ARTIFACTS.sha256	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/MUTATION_ARTIFACTS.sha256
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/identity/production_source_after_mutations.diff	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/source_binding/PRODUCTION_SOURCE_DIFF.txt	provenance/poly-bytes-codec/source-binding/review2-snapshot/PRODUCTION_SOURCE_DIFF.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M1/acceptance.txt	3bc3bb55a9a96878bd169e301609f8219dc846235e024e4597c74e4af72c3370	07_INTEGRATION_MUTATION_HARDENING/results/M1/acceptance.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/acceptance.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_command.shellescaped.txt	44e564d1738107d323bb693addce5ac4d7268e414a463ac638a495a7d4ff513e	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_command.shellescaped.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_command.shellescaped.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_exit_code.txt	917df3320d778ddbaa5c5c7742bc4046bf803c36ed2b050f30844ed206783469	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_exit_code.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_exit_code.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_result.xml	4abc303af9792c197a00289b29c94dd561fcc62d5f64cdb6a2637f92a9c7300e	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_result.xml	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_stderr.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/source_binding/PRODUCTION_SOURCE_DIFF.txt	provenance/poly-bytes-codec/source-binding/review2-snapshot/PRODUCTION_SOURCE_DIFF.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M1/exact_status.tsv	5eccab3e26b2f9d97479d51e6c0d7ee6f4fa4f1b53e070e4ea5e265e32dfb3cf	07_INTEGRATION_MUTATION_HARDENING/results/M1/exact_status.tsv	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/exact_status.tsv
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M2/acceptance.txt	936988f9a98fa751145ecd1403c95d6a40bd831ea945917cb68926c216164207	07_INTEGRATION_MUTATION_HARDENING/results/M2/acceptance.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/acceptance.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_command.shellescaped.txt	1fdc6ae4d85877a1bbba5dc28b8737f4dc317dbd76afe25810ec5962ee8d90f7	07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_command.shellescaped.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/cbmc_command.shellescaped.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_exit_code.txt	917df3320d778ddbaa5c5c7742bc4046bf803c36ed2b050f30844ed206783469	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_exit_code.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_exit_code.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_result.xml	eb7ae6ce702e78f75f8e161330d2f26a97e26c2e1afe8e4638f8e4dc54728e76	07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_result.xml	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_stderr.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/source_binding/PRODUCTION_SOURCE_DIFF.txt	provenance/poly-bytes-codec/source-binding/review2-snapshot/PRODUCTION_SOURCE_DIFF.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/07_INTEGRATION_MUTATION_HARDENING/results/M2/exact_status.tsv	bbd1e8b76e879b4c71fb35615b963b1260ec72c943caaaa3233e6146fb6f9fc0	07_INTEGRATION_MUTATION_HARDENING/results/M2/exact_status.tsv	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/exact_status.tsv
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz	41a1a7c652245cf6a0771cf8b2a31adb59f533b6bb5f31b6483f95117257f697	PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz	provenance/poly-bytes-codec/frozen-family-packages/harness-freeze/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/evidence/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz.sha256	e4435746732dabf1c95615d54c0d3f422566d3935ed4d0d4a16b70eecb5eb088	PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz.sha256	provenance/poly-bytes-codec/frozen-family-packages/harness-freeze/PBCODEC_CV1_HARNESS_FREEZE_CANDIDATE.tar.gz.sha256
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/identity/M1_mutation_site.txt	899f1eb60489f5cc4f841d10d452363fff4503c89ed84327d28f3735148b1a43	07_INTEGRATION_MUTATION_HARDENING/identity/M1_mutation_site.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/M1_mutation_site.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/identity/M2_mutation_site.txt	4168f24c8fe3d25c593696fc76358cf09633cec6401c5f40b36f90a20124c6ac	07_INTEGRATION_MUTATION_HARDENING/identity/M2_mutation_site.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/M2_mutation_site.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/identity/MUTATION_ARTIFACTS.sha256	cb959d286e5cf56c58e1dfb9a2a701c06e48173585d4d09e5313675df3f831fb	07_INTEGRATION_MUTATION_HARDENING/identity/MUTATION_ARTIFACTS.sha256	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/identity/MUTATION_ARTIFACTS.sha256
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/mutations/M1/acceptance.txt	3bc3bb55a9a96878bd169e301609f8219dc846235e024e4597c74e4af72c3370	07_INTEGRATION_MUTATION_HARDENING/results/M1/acceptance.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/acceptance.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/mutations/M1/cbmc_result.xml	4abc303af9792c197a00289b29c94dd561fcc62d5f64cdb6a2637f92a9c7300e	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_result.xml	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/mutations/M1/exact_status.tsv	5eccab3e26b2f9d97479d51e6c0d7ee6f4fa4f1b53e070e4ea5e265e32dfb3cf	07_INTEGRATION_MUTATION_HARDENING/results/M1/exact_status.tsv	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/exact_status.tsv
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/mutations/M2/acceptance.txt	936988f9a98fa751145ecd1403c95d6a40bd831ea945917cb68926c216164207	07_INTEGRATION_MUTATION_HARDENING/results/M2/acceptance.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/acceptance.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/mutations/M2/cbmc_result.xml	eb7ae6ce702e78f75f8e161330d2f26a97e26c2e1afe8e4638f8e4dc54728e76	07_INTEGRATION_MUTATION_HARDENING/results/M2/cbmc_result.xml	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/mutations/M2/exact_status.tsv	bbd1e8b76e879b4c71fb35615b963b1260ec72c943caaaa3233e6146fb6f9fc0	07_INTEGRATION_MUTATION_HARDENING/results/M2/exact_status.tsv	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M2/exact_status.tsv
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/nonvacuity/NV/cbmc_result.xml	bd14d093ba03dbdce675e523974140712e66819bf1c532edfa895628c59b4467	05_direct_cbmc_results/NV/cbmc_result.xml	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/cbmc-result/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/positive/P1/cbmc_result.xml	4db167df872e139471c6e25a51e054f9e89f6198335fae48627beb59a5d119e0	05_direct_cbmc_results/P1/cbmc_result.xml	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/cbmc-result/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/results/positive/P2/cbmc_result.xml	4ff977fd8098c587862f6a33cba40f58cd644d5cecdd69625c7e840003fa2aec	05_direct_cbmc_results/P2/cbmc_result.xml	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/cbmc-result/cbmc_result.xml
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/summary/PBCODEC_CV1_ALLOWED_CLAIM.md	0f91b1771de95054d6cde5c231d2ef2015ff7ba04174e5634b23ba7807094be1	08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_ALLOWED_CLAIM.md	experiments/poly-bytes-codec/campaign-closure/first-closure-candidate/summary/PBCODEC_CV1_ALLOWED_CLAIM.md
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/summary/PBCODEC_CV1_CLOSURE_CANDIDATE_STATUS.txt	b9dd976c3baf022a5e3865d61c30a5eec3fdc07dc8cb0cba1247670b5d4c1a9a	08_AUTHORITATIVE_CLOSURE_CANDIDATE/summary/PBCODEC_CV1_CLOSURE_CANDIDATE_STATUS.txt	experiments/poly-bytes-codec/campaign-closure/first-closure-candidate/summary/PBCODEC_CV1_CLOSURE_CANDIDATE_STATUS.txt
09_AUTHORITATIVE_CLOSURE_REVIEW2_CANDIDATE/summary/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	55a08df4f1132aaa8d3a243743cb2b1c0ce2a36a29b746e74069d36e192f9a45	07_INTEGRATION_MUTATION_HARDENING/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/SHA256_MANIFEST.txt	65ea8dc5c943ac9680d669fea9166684f2c17ce8626f08059da93b3283373162	08_AUTHORITATIVE_CLOSURE_CANDIDATE/SHA256_MANIFEST.txt	experiments/poly-bytes-codec/campaign-closure/first-closure-candidate/SHA256_MANIFEST.txt
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	92c84def3bc7434e500a74e29de1064c94f5af97d68e91d457524acdd6106e79	08_AUTHORITATIVE_CLOSURE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	experiments/poly-bytes-codec/campaign-closure/first-closure-candidate/SHA256_MANIFEST.txt.self.sha256
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/NV/Makefile	bf06cd69768410d23d9daccd84e313fd15083772bbc6cc9d61bdd35ecb5e9ab3	01_harness_candidates/NV/Makefile	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/harness/Makefile
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/NV/pbcodec_cv1_nonvacuity_harness.c	0ba7b2763cd3a0d7c30746f026cf22b27f1e7130f238409245ce8763f90c33f8	01_harness_candidates/NV/pbcodec_cv1_nonvacuity_harness.c	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/harness/pbcodec_cv1_nonvacuity_harness.c
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P1/Makefile	f0b87f4ea58487fa8828169d90a2ea16aa03852dfbd492bbe4eb6f8736ffbb96	01_harness_candidates/P1/Makefile	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/harness/Makefile
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P1/pbcodec_cv1_p1_left_inverse_harness.c	04b6a7b4287d75f2badb9612b1738a4c7ac5d5d2ce316464145ccada183c25a6	01_harness_candidates/P1/pbcodec_cv1_p1_left_inverse_harness.c	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/harness/pbcodec_cv1_p1_left_inverse_harness.c
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P2/Makefile	4647f2300984bfcb84ae26197b0b5ca2547b6edf4131238d1e5501f48ad6ce82	01_harness_candidates/P2/Makefile	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/harness/Makefile
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/P2/pbcodec_cv1_p2_right_inverse_harness.c	5d1d3146ab061fdfdbbd55dd9f967acaa211a109d578b11fe59ffb9e7bcb896e	01_harness_candidates/P2/pbcodec_cv1_p2_right_inverse_harness.c	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/harness/pbcodec_cv1_p2_right_inverse_harness.c
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	c38321229750daa8b38c713b6dcbb1e366b10409ee7dcb453b144dec65d446e0	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	1fd1f2a7f8c7232b79f2effad12039d0678c8a87cd447a7c81803b92b45e77b6	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	cf36984605a6696c5221577a7bee6aa3d907577d7d29edd3307d20c80a145ede	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt	2086c8560d46aabadd22fdfdb9b376affc893e0620e7633a3e1e15871d70ca45	06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt	experiments/poly-bytes-codec/campaign-closure/harness-freeze/SHA256_MANIFEST.txt
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	de449d127d93edbbfe8df877f2933dd2df8213c6f7205a8170f99a4709c90ca8	06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	experiments/poly-bytes-codec/campaign-closure/harness-freeze/SHA256_MANIFEST.txt.self.sha256
PBCODEC_CV1_AUTHORITATIVE_CLOSURE_CANDIDATE/08_AUTHORITATIVE_CLOSURE_CANDIDATE/evidence/06_HARNESS_FREEZE_CANDIDATE/binding/NV/goto_binary.sha256	db8f6877dbf2e9ec36489ab6007026cf985d3d8692b9376754c4365dee222c56	03_goto_binding_repaired/NV/goto_binary.sha256	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/goto_binary.sha256
