sha256,size_bytes,original_path_count,representative_original_path,representative_repository_destination
8d8974a476193ad5111f06d397e23c5b0204579833608227982a2bc88ca3c064,6692,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/aarch64/mlkem/keccak_f1600_x1_v84a_aarch64_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/aarch64/mlkem/keccak_f1600_x1_v84a_aarch64_asm.S
8d8cbcfb02d34e966a5b40e162b9f0ec451230c29d43db857982f8481e0026c4,2104,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/ct_cmask_nonzero_u16/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/ct_cmask_nonzero_u16/Makefile
8d9d6442b4b0550d97a547e88efc3a1fad5500b6afe6f04b89ee385f8240503d,117765,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/gotos/project0100.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/gotos/project0100.goto
8def98a7d627b9f6d3a7b4aa8776bc8622815f10706f1e3a371879161b7b3e35,284,6,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_compress_d4/poly_compress_d4_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_compress_d4/poly_compress_d4_harness.c
8e417faf0e756b2cc01c4cd165662bc06742813639fa2b07eca5137d1eb16786,3252,4,mlk_montgomery_cleanroom/MONT02A_FULL_T2_FUNCTIONAL_20260726T175148Z/MONT02A_R1_SHARDED_CAPTURE_20260726T175148Z.txt,experiments/montgomery-reduce/MONT02-relational-low-word-laws/raw-runs/04-sharded-property-run/MONT02A_FULL_T2_FUNCTIONAL_20260726T175148Z/MONT02A_R1_SHARDED_CAPTURE_20260726T175148Z.txt
8e6ba85d02a6f89c6ebf57f3c23810e0749681a1bd522794c876e3ab5a246fcc,162265,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2b_fibre_translation/gotos/mont_t2b_fibre_translation_harness0600.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2b_fibre_translation/gotos/mont_t2b_fibre_translation_harness0600.goto
8e74b508436ee5f644013bdc3e8e708c529d8fa6f1858041c6fd4d9b30327d61,273,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.envrc,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.envrc
8ea5e1c4c6f8779f0c91460a98bcc78389f3f6daa86b874ef31f8461624ca7c2,1302,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_decompress_d5_c/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_decompress_d5_c/Makefile
8ef5a334fe5c63e5199aadf1b6045519be143c5dfbb3b7bf306f76eb32b4ba04,2231,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_mulcache_compute_native/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_mulcache_compute_native/Makefile
8f0f25ee45ff7a9783cd5c4b9f0916ecefc15aba6c6d6f5af8a42ae40d18478a,3833,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/actions/bench/action.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/actions/bench/action.yml
8f1304a854ddb3c9fefe6f101364b455bbb157a647991cd36b34f4bd7b24604e,1231,1,mlk_montgomery_cleanroom/MONT04B_T4_HARNESS_FREEZE_20260726T225651Z/MONT04B_T4_FREEZE_BINDING.env,experiments/montgomery-reduce/MONT04-poly-tomont-roundtrip-locality/raw-runs/01-frozen-harness-family/MONT04B_T4_HARNESS_FREEZE_20260726T225651Z/MONT04B_T4_FREEZE_BINDING.env
8f1762cc57561256465ef3b467f44b99b606c3b196870b81a329b8de0cebdd69,1606,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/flake.lock,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/flake.lock
8f9235baea99aae43e984710f429b296edcc4bba77ef23648a81b9e7c4af8ade,40756,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/poly_decompress_d11_avx2_asm.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/poly_decompress_d11_avx2_asm.ml
8f95326d9315df43b3dcbc36b8f6ee1fe073a8520956355ca917d4cedcf25d19,2179,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/polyvec_permute_bitrev_to_custom_native/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/polyvec_permute_bitrev_to_custom_native/Makefile
8fa0a4f7cdb28048a7d1d3740b03652ef153d37f66902b9a646a85038224a321,3326,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/aarch64/mlkem/poly_tobytes_aarch64_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/aarch64/mlkem/poly_tobytes_aarch64_asm.S
8fdde216ac26f7e265a5078fb67277f2ad4de8a362bf0877d21d4bdc6b33e0ce,54,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p2_p3_relational/.litani_cache_dir,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p2_p3_relational/.litani_cache_dir
8ff218380247822e3b035bb5a24e106022706203bd9f7d4deb47edab4d881426,286,6,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_decompress_d4/poly_decompress_d4_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_decompress_d4/poly_decompress_d4_harness.c
905ce9edf808e7072e397c116b6c18d1f16423eb5a6c79fe4c2c2a974d987f9d,2552,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/build-proof.sh,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/build-proof.sh
9077fc47d3cd882ff980bbae174998b16b0f20bee662e5ef95bc5777ffb72ba9,757,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_witness_PP/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_witness_PP/Makefile
90ca0f8076c0b3c1849562a12c0df6877ae21b5e7c79be2e92ab3f5c356009c3,757,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/Makefile
90ccb9a2eaffa3146717e216341bf0bf63b11f77d5ed3054f33bd5bce1fc9a96,508,2,mlk_montgomery_cleanroom/MONT03A_T3_PARALLEL_20260726T202205Z/T3_SEMANTIC_DIRECT_CBMC.log,experiments/montgomery-reduce/MONT03-normalized-fqmul-algebra/raw-runs/04-complete-parallel-run/MONT03A_T3_PARALLEL_20260726T202205Z/T3_SEMANTIC_DIRECT_CBMC.log
90fed7f96d6b1d9bb7952682d2d93fdd47ab17c7146cbe2d1d734fa211c66d81,4185,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/poly_compress_d4_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/poly_compress_d4_avx2_asm.S
91195648f21066152b24c08006e8321da611dd328ea20556be0b1269a83f7014,231,6,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_ntt/poly_ntt_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_ntt/poly_ntt_harness.c
9119d73ba60d16ccfa7a260574307f4a3d8b544b33b2d3c7adee44895e1eb650,891,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/fq.inc,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/fq.inc
9193505d58c2e8c0a577c03b8a840badc84dcd2c7d7bab551e3ca76d5d1f2fb9,5358,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/common/keccak_spec.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/common/keccak_spec.ml
91b5b3be69f09d8a65ef293cbeb258f6bb606e3905d56c3824bd377a35df7a58,2077,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/value_barrier_i32/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/value_barrier_i32/Makefile
91ceea5db91e0a075d1435f375c77fc403d97f23e6ae9e84a85ec3463606e0fd,1886,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/scalar_compress_d5/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/scalar_compress_d5/Makefile
91d33797fdc349d2f61f35dbd0a2ade278d18f2d859960e1839519b1d18d6108,1046,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p6_associativity/logs/check_function_contracts-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p6_associativity/logs/check_function_contracts-log.txt
9201bea6ddd1d7622cc6496d2f745fee52397d203392f75a3d6e52a400de5bad,24427,36,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/compress.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/compress.c
924a5e4b317d14bc625a83c5fb0db5a16fb4f69eb2fc5c557dce2a352686be87,553,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/nix/s2n_bignum/default.nix,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/nix/s2n_bignum/default.nix
92501263f89afc3d6a5f06079bacbe1dfd5ba6db744c887e08cc1c521c0030eb,3853,36,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/sampling.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/sampling.h
9256c91b1eb1e48f6f764cbfbe1780d3b18cbe5197ee9d584f1df957fd5ab2c6,16274,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/ppc64le/src/reduce_ppc_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/ppc64le/src/reduce_ppc_asm.S
925af2035e63f5c8866cd83361ad666e4d442a666aef485eba2790d0d2f613b5,3489,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S
928fbd8b2666d5b6eec6284211742ba96ce70bc8061b0e93557e5ecee73ad3b9,2862,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S
929c26c5f040334cbe0d375a780acc378d0bfad75915c1109d210f9a266fdac3,1584,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/actions/setup-shell/action.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/actions/setup-shell/action.yml
92b37dd2361425c2816f624a982b64bbb4b4a7563f02604470c7541a83acf435,5940,30,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/consts.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/consts.c
92f8c921c8fcf90bf75140457a222147b9b2316bc8dbf49c5a5b8310eaa1cebb,345,3,mlk_montgomery_cleanroom/MONT03A_T3_PARALLEL_20260726T202205Z/T3_CONTROL_BUILD.log.clean,experiments/montgomery-reduce/MONT03-normalized-fqmul-algebra/raw-runs/04-complete-parallel-run/MONT03A_T3_PARALLEL_20260726T202205Z/T3_CONTROL_BUILD.log.clean
931601c4ae43cdebdba029c5178c5d04eda0e165ddbb99865c91ca2e543837b7,3914,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/poly_decompress_d11_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/poly_decompress_d11_avx2_asm.S
93371b0e4e2db49cb88bd8316be864cbd37900f7f405d779f940fa36e5188b2c,2346,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_tobytes_native_x86_64/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_tobytes_native_x86_64/Makefile
934404f3e176c7865d77493c7b3e2d14934bbef3c88db8c46010a157dcf99846,204,2,mlk_montgomery_cleanroom/MONT02A_FULL_T2_FUNCTIONAL_20260726T170048Z/B_BUILD.log.target,experiments/montgomery-reduce/MONT02-relational-low-word-laws/raw-runs/03-full-functional-cbmc-attempt-3/MONT02A_FULL_T2_FUNCTIONAL_20260726T170048Z/B_BUILD.log.target
9430e32bf3e7d645683c8962345d48043fc69aefbb5d4c9d86e3e8ff96167c48,10124,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/fips202/aarch64/src/keccak_f1600_x2_v84a_aarch64_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/fips202/aarch64/src/keccak_f1600_x2_v84a_aarch64_asm.S
94365d793e6e7b355eec2352846543c6e3801f49a68235a0a0193a77c160bef7,3457,6,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/bring_your_own_fips202/main.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/bring_your_own_fips202/main.c
94375c7fda6ab94f44c5c9bbb5f2e94a6bb36faecc7775effa3a08ea9aabb52f,4482,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/test_bounds.py,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/test_bounds.py
9452dc21e0e05a6e56468b07b02b01d220cb269e5148b9cad738416dd33cfbf8,135128,4,mlk_montgomery_cleanroom/MONT01A_D2_20260726T141230Z/MONT_T1_AUTHORITATIVE_SNAPSHOT/gotos/mont_t1_exact_refinement_harness0200.goto,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/02-authoritative-proof-and-false-control/MONT01A_D2_20260726T141230Z/MONT_T1_AUTHORITATIVE_SNAPSHOT/gotos/mont_t1_exact_refinement_harness0200.goto
94701710ee42bde8958a969ea64637bc36e76d793551eda059be19e89b33fcc7,4633,1,mlk_montgomery_cleanroom/MONT_T4_WORKTREE_af4c5abd_20260726T225651Z/proofs/cbmc/mont_t4_p2_p3_p5_bijection_locality/.ninja_log,provenance/montgomery-reduce/worktree-deltas/MONT04-poly-tomont-delta/proofs/cbmc/mont_t4_p2_p3_p5_bijection_locality/.ninja_log
948f3c660f90c158e4d4248855adae42bcaf3c8eb62c780edd7b6f40d5da4082,5937,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/multilevel_build/main.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/multilevel_build/main.c
9497ea752c0a3a041e86e9be9e6f2033df6ff61945fda61dc23390c315cbcec3,2045,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/keypair_getnoise_eta1/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/keypair_getnoise_eta1/Makefile
94af346a357dacd06dffedf40353bca8e2410532add22cbff610f174539069e6,549,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/nix/hol_light/default.nix,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/nix/hol_light/default.nix
94c6f1457386b13ab11c2ae60ba805259c515ae7c236acd88610334e4e98fef1,413,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p4_montgomery_one/logs/linking-library-models-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p4_montgomery_one/logs/linking-library-models-log.txt
94d30cd6b369e31b25e4bab6b268a9b0497c0c72db774c5953cb4242b2d918dc,1958,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/workflows/cbmc.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/workflows/cbmc.yml
94d662154f18e2f37ac886f94dbfc01ddd2e9787619cb66555c3c7b7d9674dfc,408,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_compress_d11_c/poly_compress_d11_c_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_compress_d11_c/poly_compress_d11_c_harness.c
94df593eea7d80e686711c593fd50c4194dbfcc1a3eb229a88bddc553778edb9,131219,1,mlk_montgomery_cleanroom/MONT_T4_WORKTREE_af4c5abd_20260726T225651Z/proofs/cbmc/mont_t4_p1_p4_roundtrip_zero/gotos/mont_t4_p1_p4_roundtrip_zero_harness0200.goto,provenance/montgomery-reduce/worktree-deltas/MONT04-poly-tomont-delta/proofs/cbmc/mont_t4_p1_p4_roundtrip_zero/gotos/mont_t4_p1_p4_roundtrip_zero_harness0200.goto
9512773ee6aacbf29fdb5a1ddef397f6e06a39af0f9e8c6d76ffcbd52287f1f3,4272,1,mlk_montgomery_cleanroom/MONT03A_T3_PARALLEL_20260726T165032Z/T3_CONTROL_BUILD.log,experiments/montgomery-reduce/MONT03-normalized-fqmul-algebra/raw-runs/03-semantic-direct-run/MONT03A_T3_PARALLEL_20260726T165032Z/T3_CONTROL_BUILD.log
95210a285ac86fb92a34052c52b0ed30b8de3e5f680c78a533a33fe95ae9ca73,25746,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/ppc64le/src/ntt_ppc_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/ppc64le/src/ntt_ppc_asm.S
954b16f4efa54731faadb6f6b2b5d0d6732bb14ce44824bcd3a2baba8b2c16f4,329,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p5_distributivity/logs/remove_function_body-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p5_distributivity/logs/remove_function_body-log.txt
956aaaf76833e108296ae1f94b4a74331a8bd073b5e11aa93ccabf55a7931811,410,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_decompress_d5_c/poly_decompress_d5_c_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_decompress_d5_c/poly_decompress_d5_c_harness.c
9581f5220f5e8a14a6379280b1156dc036fa2d1e06703f8672b99c70d7adb2d5,1228,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/actions/setup-os/action.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/actions/setup-os/action.yml
958d88045f232ffd5274337d646fa38634577ae2d8f6a91e0f34622e10d178cc,4361,1,mlk_montgomery_cleanroom/MONT03A_T3_PARALLEL_20260726T202205Z/T3_ALGEBRA_BUILD.log,experiments/montgomery-reduce/MONT03-normalized-fqmul-algebra/raw-runs/04-complete-parallel-run/MONT03A_T3_PARALLEL_20260726T202205Z/T3_ALGEBRA_BUILD.log
95bee96c167ee3c318c477eca6b64f665fbbbc0523229706f2236c3fc15471fa,10736,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/mlkem/nttfrombytes_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/mlkem/nttfrombytes_avx2_asm.S
95f5c637a6f66006d4671d7b05d4eede93d31439de31cb47b74edbd87e3436b1,166590,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2_relational_fibre/gotos/mont_t2_relational_fibre_harness0600.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2_relational_fibre/gotos/mont_t2_relational_fibre_harness0600.goto
95fd52281f1c9d7b040c1cda7f2219cd1c9be483126e2d062bb8eed1f68dd1ca,163803,2,mlk_montgomery_cleanroom/MONT01A_D2_20260726T141230Z/MONT_T1_FALSE_CONTROL_SNAPSHOT/gotos/mont_t1_false_control_harness0700.goto,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/02-authoritative-proof-and-false-control/MONT01A_D2_20260726T141230Z/MONT_T1_FALSE_CONTROL_SNAPSHOT/gotos/mont_t1_false_control_harness0700.goto
962ba1a753fa9ec615c657fe13a041ac3f5ee6c46eb1d8a99255b1650869dba8,80190,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/aarch64/proofs/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/aarch64/proofs/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.ml
962c7eba477b1f328d9a82daa0cce9ddc6577779faeac12f176de4fe62e84ae2,406,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/bring_your_own_fips202/custom_fips202/README.md,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/bring_your_own_fips202/custom_fips202/README.md
96562d9281e558a43bd137085bc14a2cac452b80ceb5d454ac031086f265efd5,409,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p6_associativity/logs/linking-library-models-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p6_associativity/logs/linking-library-models-log.txt
96f924f7b2120d3430625cf14f363bb2033057ad3ee8d825a9a29c7393f5ad8c,8388,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/aarch64/mlkem/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/aarch64/mlkem/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S
97113f3ae01a5894460eede18be78b036b58dd4277bcb28b397da2e85418eb30,2278,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/keccak_f1600_x4_native_avx2/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/keccak_f1600_x4_native_avx2/Makefile
972abfb6c6a10d73789e675acdfac76692ecca568cd9ce5d4b4a68c257ead656,445,1,mlk_montgomery_cleanroom/MONT02A_FULL_T2_FUNCTIONAL_20260726T192057Z/P3_NP/summary.txt,experiments/montgomery-reduce/MONT02-relational-low-word-laws/raw-runs/06-p3-sign-partition-complete/MONT02A_FULL_T2_FUNCTIONAL_20260726T192057Z/P3_NP/summary.txt
97706a6bfd24f4a03729e8f9a9bed6d5baa46ddc99647bb921df0ade6d325e1a,120658,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p2_p3_relational/gotos/project0200.goto,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p2_p3_relational/gotos/project0200.goto
977933c187e1e5f62a2a8f6ed7491bbeeab8f15367e7bb644c5891e24c742d10,5178,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/workflows/nix.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/workflows/nix.yml
978c970f8caf977a5a96a6cd4c9460815be9a7a018dc8a0b1399b872edbc6acb,1313,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/custom_backend/mlkem_native/src/fips202/native/custom/src/sha3.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/custom_backend/mlkem_native/src/fips202/native/custom/src/sha3.h
97971f41694084d9ef85bdf2b88f78f5cf27630a6c34f2fc60127307336fedcf,1860,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/lib/print_tool_versions.py,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/lib/print_tool_versions.py
97eef83984599d8933158e080d8822f2b925d0cf5a64b51c568d2dbe59097cb3,4360,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S
97f085667f1ec443a237c6f4b7a781084c0cf2f7526885c8eff0008fbb2f6eab,18393,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/configs/configs.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/configs/configs.yml
97f6785957a0adda2b3774e62813fce2f38007b067289d822614ce8b1c5e22e0,1341,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_compress_d11/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_compress_d11/Makefile
98213639bd08991f026c525cb7b99e19aa322690ec9408c75d3141752d58222c,315,1,mlk_montgomery_cleanroom/MONT01B_R1_M2_M3_20260726T150507Z/M3_SHIFT_BY_15/make-clean.log,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/03-mutation-sensitivity/03-retry-m2-partial/MONT01B_R1_M2_M3_20260726T150507Z/M3_SHIFT_BY_15/make-clean.log
982db7fce65d0304e9c40a681318e040aab2ce45defdfbd1ba92025fd0eebc4a,3118,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/mlkem_compress_consts.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/mlkem_compress_consts.ml
989403f073603939ad7fce3f42dd55bd10bc4c57ed89beaf9c1de9fd18f9dbb9,2086,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/keccakf1600x4_xor_bytes_c/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/keccakf1600x4_xor_bytes_c/Makefile
98aa8f89f296799caed9b3e0525984bb49d7c437c797f81a115c8f7ec9be17c5,1119,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/shuffle.inc,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/shuffle.inc
