property_record_id,case_id,detail_file,status,principal_role,appendix_projection,historical_id,evidence_locator_id,rendering_basis
PR-C08-013,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 13, “Registered safe multiplier domain”.",BR-T4.P14,LOC-C08-UA,verbatim structural/logical relation rendered without inventing an equation.
PR-C08-014,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 14, “Correctness of the production multiplier”.",BR-T4.P15,LOC-C08-UA,conservative rendered formalization.
PR-C08-015,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 15, “Failure below the production multiplier”.",BR-T4.P16,LOC-C08-UA,conservative rendered formalization.
PR-C08-016,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 16, “Failure above the production multiplier”.",BR-T4.P17,LOC-C08-UA,conservative rendered formalization.
PR-C08-017,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 17, “Multiplier uniqueness under the registered formulation”.",BR-T4.P18,LOC-C08-UA,conservative rendered formalization.
PR-C08-018,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 18, “Registered offset search domain”.",BR-T5.P19,LOC-C08-UA,verbatim structural/logical relation rendered without inventing an equation.
PR-C08-019,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 19, “Complete valid-offset interval”.",BR-T5.P20,LOC-C08-UA,conservative rendered formalization.
PR-C08-020,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 20, “Offsets below the interval are invalid”.",BR-T5.P21,LOC-C08-UA,conservative rendered formalization.
PR-C08-021,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 21, “Offsets above the interval are invalid”.",BR-T5.P22,LOC-C08-UA,conservative rendered formalization.
PR-C08-022,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 22, “Exactness of the valid-offset interval”.",BR-T5.P23,LOC-C08-UA,appendix-ledger audited equation.
PR-C08-023,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 23, “Production offset lies in the complete valid interval”.",BR-T5.P24,LOC-C08-UA,Ledger-faithful rendered membership equation.
PR-C09-001,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 1, “Exact overwrite of registered region $A$”.",ZERO-T1.P1,LOC-C09-UA,direct rendering of ledger relation.
PR-C09-002,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 2, “Exact overwrite of registered region $B$”.",ZERO-T1.P2,LOC-C09-UA,direct rendering of ledger relation.
PR-C09-003,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 3, “Secret-history convergence”.",ZERO-T1.P3,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-004,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 4, “Prefix-frame preservation”.",ZERO-T2.P1,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-005,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 5, “Suffix-frame preservation”.",ZERO-T2.P2,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-006,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 6, “Unrelated-guard preservation”.",ZERO-T2.P3,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-007,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 7, “Zero-length identity”.",ZERO-T2.P4,LOC-C09-UA,conservative rendered formalization.
PR-C09-008,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 8, “Idempotence”.",ZERO-T3.P1,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-009,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 9, “Adjacent-partition equivalence”.",ZERO-T3.P2,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-010,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 10, “Disjoint-wipe commutativity”.",ZERO-T3.P3,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-011,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 11, “Overlapping-wipe union equivalence”.",ZERO-T3.P4,LOC-C09-UA,appendix-ledger audited equation.
PR-C09-012,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 12, “Default release-path whole-object wipe”.",ZERO-T4.P1,LOC-C09-UA,conservative rendered formalization.
PR-C09-013,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 13, “Pointer reset after release hand-off”.",ZERO-T4.P2,LOC-C09-UA,conservative rendered formalization.
PR-C09-014,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 14, “Custom-free observer sees the zeroised state”.",ZERO-T4.P3,LOC-C09-UA,conservative rendered formalization.
PR-C09-015,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 15, “Non-null custom release is invoked exactly once”.",ZERO-T4.P4,LOC-C09-UA,conservative rendered formalization.
PR-C09-016,9,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_09_ZEROISATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 9: Zeroisation: mlk_zeroize → item 16, “Null input does not invoke the custom release”.",ZERO-T4.P5,LOC-C09-UA,conservative rendered formalization.
PR-C10-001,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 1, “First-byte relation”.",PBYTES-T1.P1,LOC-C10-UA,Thesis-and-ledger audited equation.
PR-C10-002,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 2, “Low nibble of the second byte”.",PBYTES-T1.P2,LOC-C10-UA,appendix-ledger audited equation.
PR-C10-003,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 3, “High nibble of the second byte”.",PBYTES-T1.P3,LOC-C10-UA,appendix-ledger audited equation.
PR-C10-004,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 4, “Third-byte relation”.",PBYTES-T1.P4,LOC-C10-UA,appendix-ledger audited equation.
PR-C10-005,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 5, “Exact 24-bit packed-word relation”.",PBYTES-T1.P5,LOC-C10-UA,appendix-ledger audited equation.
PR-C10-006,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 6, “Complete 384-byte encoder refinement”.",PBYTES-T1.P6,LOC-C10-UA,conservative rendered formalization.
PR-C10-007,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 7, “Even-coefficient non-carry increment relation”.",PBYTES-T2.P1,LOC-C10-UA,Source-evidence audited equation from the retained PBYTES-T2 carry-regime record.
PR-C10-008,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 8, “Even-coefficient byte-carry relation”.",PBYTES-T2.P2,LOC-C10-UA,Source-evidence audited equation from the retained PBYTES-T2 carry-regime record.
PR-C10-009,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 9, “Odd-coefficient non-nibble-carry relation”.",PBYTES-T2.P3,LOC-C10-UA,Source-evidence audited equation from the retained PBYTES-T2 carry-regime record.
PR-C10-010,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 10, “Odd-coefficient $15 \rightarrow 16$ carry relation”.",PBYTES-T2.P4,LOC-C10-UA,Source-evidence audited equation from the retained PBYTES-T2 carry-regime record.
PR-C10-011,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 11, “Canonicality of the produced even field”.",PBYTES-T3.P1,LOC-C10-UA,Thesis-and-ledger audited equation.
PR-C10-012,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 12, “Canonicality of the produced odd field”.",PBYTES-T3.P2,LOC-C10-UA,Thesis-and-ledger audited equation.
PR-C10-013,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 13, “Realisability of every canonical coefficient pair”.",PBYTES-T3.P3,LOC-C10-UA,Thesis-and-ledger audited equation.
PR-C10-014,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 14, “Exclusion of non-canonical decoded blocks”.",PBYTES-T3.P4,LOC-C10-UA,Thesis-and-ledger audited equation.
PR-C10-015,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 15, “Complete image characterisation”.",PBYTES-T3.P5,LOC-C10-UA,conservative rendered formalization.
PR-C10-016,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 16, “Even-coordinate decoder inversion”.",PBYTES-T4.P1,LOC-C10-UA,appendix-ledger audited equation.
PR-C10-017,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 17, “Odd-coordinate decoder inversion”.",PBYTES-T4.P2,LOC-C10-UA,appendix-ledger audited equation.
PR-C10-018,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 18, “Pair-level injectivity”.",PBYTES-T4.P3,LOC-C10-UA,Thesis-and-ledger audited equation.
PR-C10-019,10,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_10_POLYNOMIAL_SERIALISATION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 10: Polynomial Serialisation: mlk_poly_tobytes → item 19, “Whole-polynomial injectivity”.",PBYTES-T4.P4,LOC-C10-UA,appendix-ledger audited equation.
PR-C11-001,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 1, “Even decoded coefficient”.",PFB-T1.P1,LOC-C11-UA,appendix-ledger audited equation.
PR-C11-002,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 2, “Odd decoded coefficient”.",PFB-T1.P2,LOC-C11-UA,appendix-ledger audited equation.
PR-C11-003,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 3, “First-byte routing”.",PFB-T2.P1,LOC-C11-UA,conservative rendered formalization.
PR-C11-004,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 4, “Second-byte low-nibble routing”.",PFB-T2.P2,LOC-C11-UA,conservative rendered formalization.
PR-C11-005,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 5, “Second-byte high-nibble routing”.",PFB-T2.P3,LOC-C11-UA,conservative rendered formalization.
PR-C11-006,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 6, “Third-byte routing”.",PFB-T2.P4,LOC-C11-UA,appendix-ledger audited equation.
PR-C11-007,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 7, “Three-byte-block locality”.",PFB-T2.P5,LOC-C11-UA,conservative rendered formalization.
PR-C11-008,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 8, “Packed-word XOR conservation”.",PFB-T3.P1,LOC-C11-UA,conservative rendered formalization.
PR-C11-009,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 9, “Block-difference equivalence”.",PFB-T3.P2,LOC-C11-UA,conservative rendered formalization.
PR-C11-010,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 10, “Raw-byte left inverse”.",PFB-T4.P1,LOC-C11-UA,conservative rendered formalization.
PR-C11-011,11,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_11_POLYNOMIAL_DESERIALISATION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 11: Polynomial Deserialisation: mlk_poly_frombytes → item 11, “Raw $12$-bit right inverse”.",PFB-T4.P2,LOC-C11-UA,conservative rendered formalization.
PR-C12-001,12,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_12_DIRECT_CODEC_COMPOSITION.md,SUPPORTED,COMPOSITION_AND_CALLER_SUPPORT,"Appendix 1 → Case 12: Direct Codec Composition → item 1, “Canonical polynomial round trip”.",PBCODEC-CV1.P1,LOC-C12-UA,appendix-ledger audited equation.
PR-C12-002,12,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_12_DIRECT_CODEC_COMPOSITION.md,SUPPORTED,COMPOSITION_AND_CALLER_SUPPORT,"Appendix 1 → Case 12: Direct Codec Composition → item 2, “Encoded-image byte round trip”.",PBCODEC-CV1.P2,LOC-C12-UA,appendix-ledger audited equation.
PR-C13-001,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 1, “Malformed-field decision”.",PKCHECK-T1.R2,LOC-C13-UA,"Ledger-faithful rendered formalization, cross-checked against the retained public-key validation record."
PR-C13-002,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTING_CONTROL,EVIDENCE_OR_DOMAIN_CONTROL,Not enumerated as a supported Appendix-1 property by design; retained only in the complete evidence layer.,PKCHECK-T1R2.INDEX_BYTE_BOUND,LOC-C13-UA,conservative rendered formalization.
PR-C13-003,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTING_CONTROL,EVIDENCE_OR_DOMAIN_CONTROL,Not enumerated as a supported Appendix-1 property by design; retained only in the complete evidence layer.,PKCHECK-T1R2.INDEX_PAIR_BOUND,LOC-C13-UA,conservative rendered formalization.
PR-C13-004,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTING_CONTROL,EVIDENCE_OR_DOMAIN_CONTROL,Not enumerated as a supported Appendix-1 property by design; retained only in the complete evidence layer.,PKCHECK-T1R2.ORACLE_PACKING,LOC-C13-UA,conservative rendered formalization.
PR-C13-005,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 2, “Canonical-field decision”.",PKCHECK-T1.R3,LOC-C13-UA,conservative rendered formalization.
PR-C13-006,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 3, “First input-frame preservation”.",PKCHECK-T2.P1,LOC-C13-UA,conservative rendered formalization.
PR-C13-007,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 4, “Second input-frame preservation”.",PKCHECK-T2.P2,LOC-C13-UA,conservative rendered formalization.
PR-C13-008,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 5, “Red-zone preservation”.",PKCHECK-T2.P3,LOC-C13-UA,conservative rendered formalization.
PR-C13-009,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,ABSTRACTION_LIMITED_INCONCLUSIVE,UNRESOLVED_BOUNDARY,Appendix 2 → Case 13 abstraction-limited inconclusive finding,PKCHECK-T2.P4,LOC-C13-UA,"Retained PKCHECK-T2 allocation-aware two-call assertion; equal polynomial prefix with possibly different seed suffix, preserving the explicit OOM disjunction. Status remains abstraction-limited inconclusive."
PR-C13-010,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 6, “Prefix-only read footprint”.",PKCHECK-T3.P1,LOC-C13-UA,conservative rendered formalization.
PR-C13-011,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 7, “Caller invocation bound”.",PKCHECK-T4.P1,LOC-C13-UA,Source-evidence audited formalization of the retained technical record.
PR-C13-012,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 8, “Caller validation-guard consistency”.",PKCHECK-T4.P2,LOC-C13-UA,Source-evidence audited formalization of the retained technical record.
PR-C13-013,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 9, “Ciphertext frame on rejected validation”.",PKCHECK-T4.P3,LOC-C13-UA,conservative rendered formalization.
PR-C13-014,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 10, “Shared-secret frame on rejected validation”.",PKCHECK-T4.P4,LOC-C13-UA,conservative rendered formalization.
PR-C13-015,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 11, “Public-key frame preservation in the caller”.",PKCHECK-T4.P5,LOC-C13-UA,conservative rendered formalization.
PR-C13-016,13,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_13_PUBLIC_KEY_VALIDATION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 13: Public-Key Validation: mlk_kem_check_pk → item 12, “Randomness/coins frame preservation”.",PKCHECK-T4.P6,LOC-C13-UA,conservative rendered formalization.
