property_record_id,case_id,condition,target,historical_id,approved_property_name,property_class,source_revision,parameter_set,input_domain,assumptions_and_grounding,formal_relation,assertion_or_harness_mapping,result,target_reachability,assumption_feasibility,nonvacuity_evidence,mutation_status,strongest_bounded_conclusion,explicit_exclusion,evidence_locator_id,evidence_path_hint,evidence_completeness,archive_name_resolved,archive_sha256,archive_evidence_path,archive_entry_sha256,archive_resolution_status,archive_candidate_count,resolved_public_evidence_path,public_evidence_sha256,public_path_resolution_status,public_path_candidate_count
PR-C07-001,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T1.P1,Fibre necessity,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"x,y in D=(-q,q)","D=(-q,q), U=[0,q), q=3329; actual production bodies retained","F(x)=F(y) => x-y in {-q,0,q}",CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-002,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T1.P2,Fibre sufficiency,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"x,y in D","D=(-q,q), U=[0,q), q=3329; actual production bodies retained","x-y in {-q,0,q} => F(x)=F(y)",CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-003,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T1.P3,Zero fibre,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,c in D,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(c)=0 iff c=0,CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-004,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T1.P4,Positive-output fibre,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"c in D; u in [1,q)","D=(-q,q), U=[0,q), q=3329; actual production bodies retained","F(c)=u iff c=u or c=u-q, for 1<=u<q",CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-005,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T2.P1,Identity on canonical domain,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"u in U=[0,q)","D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(u)=u,CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-006,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T2.P2,Idempotence,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,c in D,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(F(c))=F(c),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-007,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T2.P3,Fixed-point characterization,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,c in D,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(c)=c iff c>=0,CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-008,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T2.P4,Injectivity on canonical domain,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"u,v in U","D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(u)=F(v) => u=v,CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-009,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T3.P1,Modular addition compatibility,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"x,y,x+y in D","D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(x+y)=canon_q(F(x)+F(y)),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-010,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T3.P2,Modular subtraction compatibility,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"x,y,x-y in D","D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(x-y)=canon_q(F(x)-F(y)),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-011,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T3.P3,Modular negation compatibility,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"x,-x in D","D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(-x)=canon_q(-F(x)),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-012,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T4.P1,Barrett output range,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,a in int16_t,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",-q < B(a) < q,CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-013,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T4.P2,Barrett-to-canonical composition,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,a in int16_t,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",F(B(a))=canon_q(a),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-014,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T4.P3,Composition congruence,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,a in int16_t; C=F∘B,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",C(a) congruent a mod q,CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-015,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T4.P4,One-step residue invariance,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,"a,a+kq in int16_t","D=(-q,q), U=[0,q), q=3329; actual production bodies retained","C(a+kq)=C(a) for k in {-1,1} when representable",CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-016,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T4.P5,Agreement on signed conversion domain,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,c in D,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",C(c)=F(c),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C07-017,7,UNASSISTED,mlk_scalar_signed_to_unsigned_q,CANON-T4.P6,Composition idempotence,Canonicalization algebra,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build,a in int16_t,"D=(-q,q), U=[0,q), q=3329; actual production bodies retained",C(C(a))=C(a),CANON T1–T4 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across campaign,The named conversion/composition relation is supported in the stated finite domain.,Not arbitrary-integer reduction or global mathematical novelty.,LOC-C07-UA,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED,1,reports/CANON_CBMC_CAMPAIGN_COMPLETE_A_TO_Z_RECORD.md,a15b9788c95a4825f41a9da3799940fc9fcfb59fe0e90c2645613136f4735572,RESOLVED_HASH_MATCH,1
PR-C08-001,8,UNASSISTED,mlk_barrett_reduce,BR-T1.P2,Centered output range,Centered reduction characterization,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build; full int16_t domain,All int16_t inputs unless the parameter-characterization row states a candidate parameter domain,No substantive input restriction beyond machine type; independent centered oracle and arithmetic-right-shift model,-1664 <= R(a) <= 1664,BR_AF4 T1–T5 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across the five families,The named machine-level centered-reduction or parameter-characterization relation is supported.,No first-ever/worldwide novelty claim; bound to pinned expression and machine model.,LOC-C08-UA,ALL VERIFICATION COMPELETED SUMMARY/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,21d570df8135b9f05ff8492882acfcd58cffd04955b59b4c7281d3816427b522,RESOLVED,1,reports/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,21d570df8135b9f05ff8492882acfcd58cffd04955b59b4c7281d3816427b522,RESOLVED_HASH_MATCH,1
PR-C08-002,8,UNASSISTED,mlk_barrett_reduce,BR-T1.P3,Modulo-q congruence,Centered reduction characterization,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build; full int16_t domain,All int16_t inputs unless the parameter-characterization row states a candidate parameter domain,No substantive input restriction beyond machine type; independent centered oracle and arithmetic-right-shift model,R(a) ≡ a (mod q),BR_AF4 T1–T5 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across the five families,The named machine-level centered-reduction or parameter-characterization relation is supported.,No first-ever/worldwide novelty claim; bound to pinned expression and machine model.,LOC-C08-UA,ALL VERIFICATION COMPELETED SUMMARY/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,21d570df8135b9f05ff8492882acfcd58cffd04955b59b4c7281d3816427b522,RESOLVED,1,reports/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,21d570df8135b9f05ff8492882acfcd58cffd04955b59b4c7281d3816427b522,RESOLVED_HASH_MATCH,1
PR-C08-003,8,UNASSISTED,mlk_barrett_reduce,BR-T1.P4,Independent centered-oracle equality,Centered reduction characterization,af4c5abdd5958bdc65a03cd5ee86708264f93304,ML-KEM-768 build; full int16_t domain,All int16_t inputs unless the parameter-characterization row states a candidate parameter domain,No substantive input restriction beyond machine type; independent centered oracle and arithmetic-right-shift model,R(a)=C(a),BR_AF4 T1–T5 final harness assertion,SUPPORTED,YES,YES,SUPPORTED,12 selected mutants killed across the five families,The named machine-level centered-reduction or parameter-characterization relation is supported.,No first-ever/worldwide novelty claim; bound to pinned expression and machine model.,LOC-C08-UA,ALL VERIFICATION COMPELETED SUMMARY/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,21d570df8135b9f05ff8492882acfcd58cffd04955b59b4c7281d3816427b522,RESOLVED,1,reports/BR_AF4_T1_T5_A_TO_Z_TECHNICAL_AND_NOVELTY_REPORT.md.txt,21d570df8135b9f05ff8492882acfcd58cffd04955b59b4c7281d3816427b522,RESOLVED_HASH_MATCH,1
